at x=3; y=0;facet=3
at x=42; y=0;facet=8
at x=44; y=0;facet=7
at x=84; y=0;facet=8
at x=89; y=0;facet=6
at x=99; y=0;facet=7
at x=102; y=0;facet=8
at x=170; y=0;facet=7
at x=204; y=0;facet=4
at x=208; y=0;facet=3
at x=210; y=0;facet=2
at x=14; y=1;facet=6
at x=15; y=1;facet=2
at x=27; y=1;facet=6
at x=84; y=1;facet=4
at x=209; y=1;facet=8
at x=210; y=1;facet=7
at x=42; y=2;facet=3
at x=83; y=2;facet=8
at x=202; y=2;facet=7
at x=208; y=2;facet=8
at x=210; y=2;facet=6
at x=9; y=3;facet=6
at x=43; y=3;facet=6
at x=81; y=3;facet=1
at x=101; y=3;facet=4
at x=209; y=3;facet=2
at x=42; y=4;facet=6
at x=101; y=4;facet=4
at x=102; y=4;facet=8
at x=207; y=4;facet=8
at x=210; y=4;facet=7
at x=216; y=4;facet=5
at x=219; y=4;facet=1
at x=223; y=4;facet=2
at x=5; y=5;facet=1
at x=28; y=5;facet=1
at x=62; y=5;facet=5
at x=63; y=5;facet=6
at x=79; y=5;facet=1
at x=202; y=5;facet=5
at x=219; y=5;facet=3
at x=220; y=5;facet=8
at x=223; y=5;facet=8
at x=232; y=5;facet=2
at x=0; y=6;facet=6
at x=1; y=6;facet=8
at x=32; y=6;facet=4
at x=78; y=6;facet=7
at x=219; y=6;facet=4
at x=220; y=6;facet=2
at x=229; y=6;facet=3
at x=231; y=6;facet=8
at x=16; y=7;facet=8
at x=17; y=7;facet=2
at x=78; y=7;facet=1
at x=85; y=7;facet=7
at x=201; y=7;facet=4
at x=202; y=7;facet=2
at x=216; y=7;facet=4
at x=233; y=7;facet=8
at x=234; y=7;facet=4
at x=77; y=8;facet=1
at x=84; y=8;facet=8
at x=195; y=8;facet=3
at x=202; y=8;facet=1
at x=222; y=8;facet=2
at x=228; y=8;facet=5
at x=231; y=8;facet=5
at x=233; y=8;facet=2
at x=9; y=9;facet=5
at x=63; y=9;facet=6
at x=64; y=9;facet=5
at x=112; y=9;facet=4
at x=158; y=9;facet=4
at x=202; y=9;facet=8
at x=206; y=9;facet=3
at x=219; y=9;facet=7
at x=221; y=9;facet=8
at x=227; y=9;facet=3
at x=228; y=9;facet=5
at x=233; y=9;facet=6
at x=83; y=10;facet=5
at x=132; y=10;facet=8
at x=196; y=10;facet=5
at x=202; y=10;facet=2
at x=217; y=10;facet=6
at x=13; y=11;facet=8
at x=83; y=11;facet=3
at x=196; y=11;facet=8
at x=201; y=11;facet=4
at x=202; y=11;facet=8
at x=230; y=11;facet=7
at x=232; y=11;facet=7
at x=82; y=12;facet=8
at x=193; y=12;facet=1
at x=195; y=12;facet=5
at x=201; y=12;facet=1
at x=206; y=12;facet=4
at x=218; y=12;facet=1
at x=222; y=12;facet=5
at x=232; y=12;facet=7
at x=65; y=13;facet=1
at x=82; y=13;facet=6
at x=194; y=13;facet=2
at x=198; y=13;facet=6
at x=199; y=13;facet=2
at x=216; y=13;facet=3
at x=222; y=13;facet=4
at x=80; y=14;facet=8
at x=81; y=14;facet=4
at x=144; y=14;facet=8
at x=199; y=14;facet=7
at x=200; y=14;facet=8
at x=80; y=15;facet=2
at x=81; y=15;facet=6
at x=144; y=15;facet=6
at x=201; y=15;facet=4
at x=228; y=15;facet=4
