at x=172; y=0;facet=2
at x=209; y=0;facet=4
at x=204; y=1;facet=3
at x=223; y=4;facet=3
at x=5; y=5;facet=1
at x=62; y=5;facet=5
at x=102; y=5;facet=3
at x=210; y=5;facet=2
at x=219; y=5;facet=2
at x=224; y=5;facet=4
at x=1; y=6;facet=5
at x=209; y=6;facet=5
at x=219; y=6;facet=3
at x=63; y=7;facet=2
at x=217; y=7;facet=4
at x=227; y=7;facet=2
at x=231; y=7;facet=5
at x=218; y=8;facet=6
at x=219; y=8;facet=1
at x=224; y=8;facet=1
at x=228; y=8;facet=2
at x=231; y=8;facet=5
at x=9; y=9;facet=3
at x=88; y=9;facet=4
at x=99; y=9;facet=3
at x=224; y=9;facet=1
at x=220; y=10;facet=6
at x=224; y=10;facet=6
at x=65; y=11;facet=5
at x=221; y=11;facet=5
at x=207; y=12;facet=6
at x=218; y=12;facet=6
at x=36; y=13;facet=4
at x=206; y=14;facet=2
at x=221; y=14;facet=5
at x=65; y=15;facet=3
at x=202; y=15;facet=2
at x=217; y=15;facet=3
at x=219; y=15;facet=3
at x=66; y=16;facet=6
at x=216; y=16;facet=2
at x=220; y=16;facet=1
at x=143; y=17;facet=5
at x=149; y=17;facet=4
at x=199; y=17;facet=1
at x=212; y=17;facet=5
at x=192; y=18;facet=3
at x=211; y=18;facet=4
at x=215; y=18;facet=6
at x=221; y=18;facet=6
at x=222; y=18;facet=2
at x=228; y=18;facet=6
at x=200; y=19;facet=6
at x=219; y=20;facet=2
at x=221; y=20;facet=6
at x=225; y=20;facet=1
at x=228; y=20;facet=5
at x=211; y=21;facet=5
at x=222; y=21;facet=1
at x=31; y=22;facet=4
at x=208; y=22;facet=6
at x=220; y=22;facet=2
at x=222; y=22;facet=1
at x=224; y=22;facet=4
at x=227; y=22;facet=1
at x=70; y=23;facet=4
at x=124; y=23;facet=2
at x=208; y=23;facet=1
at x=220; y=23;facet=4
at x=225; y=23;facet=3
at x=82; y=24;facet=4
at x=124; y=24;facet=3
at x=200; y=25;facet=4
at x=217; y=25;facet=3
at x=218; y=25;facet=6
at x=225; y=25;facet=3
at x=200; y=27;facet=2
at x=82; y=29;facet=6
at x=165; y=29;facet=3
at x=209; y=29;facet=5
at x=222; y=29;facet=5
at x=223; y=30;facet=5
at x=166; y=31;facet=1
at x=216; y=34;facet=3
at x=229; y=35;facet=2
at x=118; y=36;facet=4
