at x=89; y=0;facet=1
at x=120; y=0;facet=6
at x=140; y=0;facet=1
at x=153; y=0;facet=3
at x=171; y=0;facet=1
at x=209; y=0;facet=2
at x=27; y=1;facet=5
at x=83; y=1;facet=2
at x=214; y=3;facet=2
at x=211; y=4;facet=5
at x=209; y=6;facet=6
at x=211; y=6;facet=2
at x=222; y=6;facet=3
at x=230; y=6;facet=6
at x=10; y=7;facet=3
at x=217; y=7;facet=4
at x=228; y=7;facet=5
at x=229; y=7;facet=1
at x=232; y=8;facet=6
at x=218; y=9;facet=1
at x=223; y=9;facet=5
at x=224; y=9;facet=4
at x=228; y=9;facet=3
at x=132; y=10;facet=3
at x=219; y=10;facet=4
at x=223; y=10;facet=6
at x=232; y=10;facet=1
at x=75; y=12;facet=1
at x=191; y=12;facet=4
at x=196; y=12;facet=4
at x=207; y=12;facet=4
at x=217; y=12;facet=5
at x=218; y=12;facet=6
at x=219; y=12;facet=3
at x=220; y=12;facet=5
at x=200; y=13;facet=4
at x=221; y=13;facet=4
at x=201; y=14;facet=5
at x=218; y=14;facet=6
at x=219; y=14;facet=3
at x=220; y=14;facet=5
at x=231; y=14;facet=2
at x=200; y=15;facet=5
at x=216; y=16;facet=4
at x=69; y=17;facet=5
at x=142; y=17;facet=5
at x=145; y=17;facet=4
at x=193; y=18;facet=4
at x=203; y=18;facet=3
at x=215; y=18;facet=6
at x=216; y=18;facet=1
at x=217; y=18;facet=5
at x=219; y=18;facet=3
at x=227; y=18;facet=1
at x=56; y=19;facet=4
at x=202; y=19;facet=3
at x=208; y=19;facet=5
at x=217; y=19;facet=6
at x=220; y=19;facet=4
at x=194; y=20;facet=4
at x=226; y=20;facet=1
at x=85; y=21;facet=2
at x=208; y=21;facet=3
at x=215; y=21;facet=3
at x=219; y=21;facet=4
at x=0; y=22;facet=1
at x=208; y=22;facet=1
at x=222; y=22;facet=5
at x=225; y=22;facet=3
at x=85; y=23;facet=3
at x=208; y=23;facet=5
at x=224; y=23;facet=2
at x=225; y=24;facet=5
at x=202; y=25;facet=3
at x=216; y=25;facet=3
at x=209; y=26;facet=4
at x=215; y=26;facet=1
at x=216; y=26;facet=6
at x=223; y=26;facet=1
at x=197; y=27;facet=4
at x=216; y=27;facet=2
at x=215; y=28;facet=2
at x=223; y=28;facet=6
at x=224; y=28;facet=5
at x=24; y=29;facet=4
at x=222; y=29;facet=6
at x=222; y=30;facet=3
at x=209; y=31;facet=6
at x=1; y=32;facet=5
at x=167; y=32;facet=6
at x=204; y=32;facet=6
at x=222; y=32;facet=2
at x=211; y=34;facet=1
at x=240; y=36;facet=4
at x=170; y=37;facet=2
at x=225; y=37;facet=1
at x=227; y=37;facet=2
at x=168; y=38;facet=5
at x=170; y=38;facet=1
at x=220; y=38;facet=4
at x=40; y=39;facet=3
at x=43; y=39;facet=4
at x=198; y=39;facet=3
at x=203; y=39;facet=5
at x=41; y=40;facet=6
at x=213; y=40;facet=1
at x=49; y=41;facet=3
at x=163; y=41;facet=5
at x=164; y=41;facet=2
at x=209; y=42;facet=1
at x=187; y=43;facet=4
at x=193; y=43;facet=4
at x=230; y=43;facet=1
at x=219; y=44;facet=1
at x=43; y=45;facet=6
at x=201; y=45;facet=3
at x=220; y=45;facet=3
at x=222; y=45;facet=1
at x=192; y=46;facet=1
at x=201; y=46;facet=2
at x=222; y=46;facet=2
at x=57; y=47;facet=4
at x=55; y=48;facet=6
at x=58; y=48;facet=3
at x=204; y=48;facet=3
at x=226; y=48;facet=6
at x=50; y=49;facet=4
at x=57; y=49;facet=5
at x=60; y=49;facet=4
at x=62; y=49;facet=5
at x=188; y=49;facet=2
at x=193; y=49;facet=4
at x=200; y=49;facet=6
at x=214; y=49;facet=4
at x=223; y=49;facet=1
at x=225; y=49;facet=1
at x=44; y=50;facet=5
at x=48; y=50;facet=1
