at x=15; y=0;facet=2
at x=100; y=0;facet=4
at x=121; y=0;facet=4
at x=172; y=0;facet=3
at x=42; y=1;facet=2
at x=204; y=1;facet=6
at x=27; y=3;facet=3
at x=203; y=3;facet=3
at x=214; y=3;facet=2
at x=42; y=4;facet=3
at x=215; y=4;facet=6
at x=219; y=4;facet=2
at x=211; y=5;facet=4
at x=0; y=6;facet=5
at x=85; y=6;facet=1
at x=207; y=6;facet=2
at x=209; y=6;facet=3
at x=223; y=6;facet=5
at x=201; y=7;facet=6
at x=218; y=7;facet=3
at x=219; y=7;facet=3
at x=229; y=7;facet=6
at x=234; y=7;facet=5
at x=221; y=8;facet=2
at x=224; y=8;facet=2
at x=231; y=8;facet=2
at x=223; y=9;facet=4
at x=232; y=9;facet=1
at x=233; y=9;facet=5
at x=132; y=10;facet=3
at x=219; y=10;facet=4
at x=231; y=10;facet=3
at x=233; y=10;facet=4
at x=75; y=11;facet=1
at x=219; y=11;facet=1
at x=221; y=11;facet=2
at x=65; y=13;facet=1
at x=220; y=13;facet=1
at x=231; y=13;facet=2
at x=65; y=14;facet=1
at x=207; y=14;facet=4
at x=229; y=14;facet=4
at x=49; y=15;facet=3
at x=65; y=15;facet=6
at x=219; y=15;facet=1
at x=220; y=15;facet=1
at x=229; y=15;facet=4
at x=1; y=17;facet=6
at x=142; y=17;facet=1
at x=146; y=17;facet=6
at x=217; y=17;facet=4
at x=226; y=17;facet=1
at x=227; y=17;facet=1
at x=229; y=17;facet=4
at x=209; y=18;facet=1
at x=212; y=18;facet=5
at x=217; y=18;facet=4
at x=219; y=18;facet=3
at x=221; y=18;facet=2
at x=56; y=19;facet=5
at x=216; y=19;facet=2
at x=217; y=19;facet=5
at x=224; y=19;facet=6
at x=69; y=20;facet=6
at x=194; y=20;facet=1
at x=201; y=20;facet=3
at x=216; y=20;facet=3
at x=210; y=21;facet=6
at x=219; y=21;facet=1
at x=220; y=21;facet=6
at x=221; y=21;facet=4
at x=84; y=22;facet=4
at x=85; y=22;facet=3
at x=204; y=22;facet=2
at x=210; y=22;facet=4
at x=217; y=22;facet=3
at x=224; y=23;facet=3
at x=226; y=23;facet=3
at x=204; y=24;facet=6
at x=210; y=24;facet=6
at x=219; y=24;facet=3
at x=218; y=25;facet=4
at x=218; y=26;facet=1
at x=223; y=26;facet=6
at x=197; y=27;facet=3
at x=215; y=27;facet=2
at x=208; y=29;facet=2
at x=223; y=29;facet=3
at x=224; y=29;facet=4
at x=225; y=29;facet=3
at x=24; y=30;facet=1
at x=223; y=30;facet=4
at x=208; y=31;facet=5
at x=224; y=31;facet=2
at x=1; y=32;facet=4
at x=165; y=32;facet=2
at x=204; y=32;facet=4
at x=5; y=33;facet=6
at x=225; y=35;facet=5
at x=228; y=35;facet=3
at x=227; y=36;facet=6
at x=7; y=37;facet=2
at x=42; y=37;facet=3
at x=224; y=37;facet=5
at x=219; y=38;facet=2
at x=226; y=38;facet=6
at x=229; y=38;facet=1
at x=41; y=39;facet=3
at x=43; y=39;facet=5
at x=195; y=39;facet=5
at x=198; y=39;facet=2
at x=197; y=40;facet=3
at x=209; y=40;facet=3
at x=164; y=41;facet=1
at x=198; y=41;facet=3
at x=204; y=42;facet=6
at x=186; y=43;facet=2
at x=192; y=44;facet=2
at x=238; y=44;facet=5
at x=222; y=45;facet=3
at x=218; y=46;facet=5
at x=220; y=46;facet=1
at x=221; y=46;facet=3
at x=54; y=47;facet=6
at x=194; y=47;facet=1
at x=224; y=47;facet=3
at x=45; y=48;facet=3
at x=194; y=48;facet=3
at x=195; y=48;facet=2
at x=47; y=49;facet=5
at x=58; y=49;facet=3
at x=60; y=49;facet=4
at x=106; y=49;facet=2
at x=195; y=49;facet=6
at x=201; y=49;facet=5
at x=220; y=49;facet=5
at x=221; y=49;facet=5
at x=224; y=49;facet=4
at x=45; y=50;facet=1
at x=48; y=50;facet=5
at x=53; y=50;facet=2
at x=54; y=50;facet=4
at x=60; y=50;facet=6
at x=220; y=50;facet=3
at x=221; y=50;facet=6
at x=222; y=50;facet=5
at x=225; y=50;facet=6
at x=55; y=51;facet=2
at x=188; y=51;facet=2
at x=199; y=51;facet=4
at x=206; y=51;facet=3
at x=215; y=51;facet=1
at x=216; y=51;facet=3
at x=221; y=51;facet=4
at x=46; y=52;facet=6
at x=51; y=52;facet=3
at x=55; y=52;facet=2
at x=193; y=52;facet=6
at x=204; y=52;facet=1
at x=213; y=52;facet=5
at x=218; y=52;facet=2
at x=227; y=52;facet=4
at x=51; y=53;facet=6
at x=54; y=53;facet=4
at x=55; y=53;facet=5
at x=56; y=53;facet=4
at x=58; y=53;facet=1
at x=59; y=53;facet=4
at x=189; y=53;facet=1
at x=201; y=53;facet=2
at x=55; y=54;facet=3
at x=56; y=54;facet=2
at x=188; y=54;facet=1
at x=193; y=54;facet=1
at x=54; y=55;facet=2
at x=55; y=55;facet=1
at x=58; y=55;facet=4
at x=59; y=56;facet=2
at x=55; y=57;facet=6
at x=56; y=57;facet=5
at x=58; y=57;facet=1
at x=196; y=57;facet=5
at x=200; y=57;facet=6
at x=191; y=58;facet=1
at x=196; y=58;facet=2
at x=38; y=59;facet=3
at x=57; y=59;facet=6
at x=193; y=59;facet=5
at x=213; y=59;facet=3
at x=176; y=60;facet=1
at x=191; y=60;facet=2
at x=199; y=60;facet=4
at x=212; y=60;facet=2
at x=213; y=60;facet=2
at x=165; y=61;facet=4
at x=190; y=61;facet=1
at x=191; y=61;facet=1
at x=4; y=62;facet=4
at x=70; y=62;facet=5
at x=135; y=62;facet=1
at x=166; y=62;facet=5
at x=20; y=63;facet=5
at x=64; y=63;facet=5
at x=65; y=63;facet=6
at x=70; y=63;facet=4
at x=20; y=64;facet=1
at x=21; y=64;facet=3
at x=69; y=64;facet=3
at x=189; y=64;facet=2
at x=202; y=64;facet=6
at x=204; y=64;facet=6
at x=205; y=64;facet=4
at x=70; y=65;facet=3
at x=166; y=65;facet=3
at x=204; y=65;facet=4
at x=207; y=65;facet=4
at x=65; y=66;facet=2
at x=69; y=66;facet=4
at x=162; y=66;facet=4
at x=179; y=66;facet=1
at x=190; y=66;facet=5
at x=19; y=67;facet=4
at x=64; y=67;facet=5
at x=65; y=67;facet=3
at x=160; y=67;facet=6
at x=162; y=67;facet=5
at x=19; y=68;facet=4
at x=65; y=68;facet=5
at x=71; y=68;facet=3
at x=162; y=68;facet=6
at x=67; y=69;facet=1
at x=134; y=69;facet=5
at x=196; y=69;facet=1
at x=200; y=69;facet=3
at x=64; y=70;facet=3
at x=65; y=70;facet=5
at x=195; y=70;facet=5
at x=198; y=70;facet=1
at x=72; y=71;facet=6
at x=83; y=72;facet=4
at x=136; y=73;facet=4
at x=198; y=73;facet=1
at x=62; y=74;facet=2
at x=64; y=74;facet=5
at x=83; y=74;facet=2
at x=62; y=75;facet=3
at x=63; y=75;facet=6
at x=170; y=75;facet=1
at x=54; y=76;facet=6
at x=63; y=76;facet=5
at x=64; y=76;facet=1
at x=70; y=76;facet=3
at x=85; y=76;facet=6
at x=169; y=76;facet=1
at x=192; y=76;facet=1
at x=62; y=77;facet=4
at x=117; y=77;facet=6
at x=167; y=77;facet=1
at x=57; y=78;facet=5
at x=62; y=78;facet=6
at x=115; y=78;facet=1
at x=116; y=78;facet=4
at x=118; y=78;facet=3
at x=50; y=79;facet=5
at x=60; y=79;facet=1
at x=162; y=79;facet=3
at x=16; y=80;facet=2
at x=55; y=80;facet=2
at x=116; y=80;facet=5
at x=118; y=80;facet=5
at x=124; y=80;facet=3
at x=49; y=81;facet=4
at x=51; y=81;facet=6
at x=59; y=81;facet=2
at x=116; y=81;facet=4
at x=158; y=81;facet=1
at x=49; y=82;facet=2
at x=52; y=82;facet=2
at x=54; y=82;facet=5
at x=133; y=82;facet=5
at x=51; y=83;facet=6
at x=55; y=83;facet=1
at x=117; y=83;facet=5
at x=159; y=83;facet=3
at x=7; y=84;facet=2
at x=44; y=84;facet=3
at x=45; y=84;facet=1
at x=43; y=86;facet=4
at x=47; y=86;facet=4
at x=66; y=86;facet=5
at x=115; y=86;facet=4
at x=114; y=87;facet=4
at x=246; y=87;facet=1
at x=26; y=88;facet=3
at x=39; y=89;facet=2
at x=46; y=89;facet=6
at x=113; y=89;facet=1
at x=48; y=90;facet=3
at x=62; y=90;facet=4
at x=117; y=90;facet=6
at x=116; y=91;facet=4
at x=44; y=92;facet=1
at x=45; y=92;facet=5
at x=249; y=92;facet=6
at x=43; y=93;facet=2
at x=46; y=93;facet=2
at x=64; y=93;facet=1
at x=44; y=95;facet=2
at x=47; y=95;facet=6
at x=28; y=96;facet=2
at x=47; y=96;facet=3
at x=46; y=97;facet=1
at x=86; y=99;facet=6
at x=44; y=100;facet=4
at x=52; y=101;facet=2
at x=150; y=101;facet=3
at x=79; y=102;facet=6
at x=87; y=103;facet=2
at x=149; y=103;facet=4
at x=149; y=104;facet=5
at x=89; y=107;facet=3
at x=144; y=107;facet=6
at x=79; y=108;facet=4
at x=78; y=110;facet=5
at x=139; y=110;facet=2
at x=32; y=111;facet=1
at x=90; y=111;facet=1
at x=121; y=111;facet=2
at x=151; y=111;facet=6
at x=87; y=112;facet=5
at x=148; y=112;facet=5
at x=134; y=113;facet=6
at x=136; y=113;facet=6
at x=153; y=113;facet=4
at x=137; y=114;facet=6
at x=152; y=114;facet=5
at x=145; y=115;facet=2
at x=254; y=116;facet=5
at x=86; y=120;facet=1
at x=38; y=122;facet=1
at x=127; y=124;facet=3
at x=96; y=126;facet=6
at x=128; y=126;facet=4
at x=105; y=127;facet=6
at x=128; y=127;facet=1
at x=100; y=128;facet=4
at x=125; y=128;facet=5
at x=104; y=129;facet=4
at x=110; y=129;facet=6
at x=125; y=129;facet=5
at x=127; y=129;facet=2
at x=110; y=130;facet=2
at x=127; y=130;facet=3
at x=0; y=131;facet=5
at x=12; y=131;facet=6
at x=127; y=131;facet=1
at x=96; y=132;facet=5
at x=125; y=132;facet=2
at x=23; y=134;facet=2
at x=127; y=134;facet=3
at x=79; y=135;facet=4
at x=159; y=135;facet=1
at x=188; y=135;facet=5
at x=19; y=136;facet=2
at x=96; y=136;facet=2
at x=101; y=136;facet=3
at x=194; y=136;facet=3
at x=69; y=137;facet=2
at x=79; y=137;facet=6
at x=126; y=137;facet=3
at x=250; y=140;facet=4
at x=103; y=142;facet=5
at x=102; y=143;facet=3
at x=116; y=144;facet=6
at x=131; y=144;facet=5
at x=100; y=145;facet=2
at x=127; y=145;facet=3
at x=27; y=146;facet=6
at x=87; y=146;facet=5
at x=135; y=146;facet=6
at x=87; y=147;facet=2
at x=131; y=147;facet=4
at x=27; y=148;facet=5
at x=29; y=148;facet=5
at x=85; y=148;facet=3
at x=132; y=148;facet=3
at x=84; y=150;facet=1
at x=112; y=151;facet=2
at x=133; y=151;facet=4
at x=116; y=152;facet=6
at x=252; y=152;facet=5
at x=83; y=153;facet=6
at x=138; y=153;facet=2
at x=139; y=153;facet=3
at x=240; y=153;facet=6
at x=114; y=154;facet=3
at x=115; y=154;facet=5
at x=69; y=155;facet=6
at x=117; y=155;facet=1
at x=134; y=155;facet=5
at x=136; y=155;facet=6
at x=137; y=155;facet=2
at x=87; y=156;facet=2
at x=111; y=156;facet=6
at x=118; y=156;facet=6
at x=194; y=156;facet=6
at x=113; y=157;facet=6
at x=110; y=158;facet=5
at x=112; y=158;facet=6
at x=116; y=158;facet=2
at x=143; y=158;facet=4
at x=194; y=158;facet=4
at x=240; y=158;facet=3
at x=91; y=160;facet=1
at x=113; y=160;facet=1
at x=118; y=160;facet=6
at x=142; y=160;facet=1
at x=195; y=160;facet=3
at x=105; y=162;facet=6
at x=142; y=162;facet=1
at x=126; y=163;facet=4
at x=139; y=163;facet=5
at x=130; y=164;facet=5
at x=141; y=164;facet=5
at x=124; y=165;facet=5
at x=127; y=165;facet=4
at x=148; y=166;facet=6
at x=130; y=167;facet=4
at x=139; y=167;facet=4
at x=85; y=168;facet=6
at x=112; y=168;facet=1
at x=142; y=168;facet=5
at x=143; y=168;facet=5
at x=140; y=169;facet=3
at x=148; y=169;facet=1
at x=85; y=170;facet=5
at x=148; y=170;facet=3
at x=68; y=172;facet=4
at x=102; y=172;facet=1
at x=119; y=172;facet=3
at x=138; y=172;facet=5
at x=89; y=173;facet=6
at x=94; y=173;facet=2
at x=101; y=173;facet=2
at x=113; y=173;facet=3
at x=116; y=173;facet=4
at x=122; y=173;facet=3
at x=135; y=173;facet=1
at x=104; y=174;facet=6
at x=244; y=174;facet=3
at x=103; y=175;facet=1
at x=110; y=175;facet=4
at x=113; y=175;facet=1
at x=123; y=175;facet=1
at x=199; y=175;facet=2
at x=103; y=176;facet=2
at x=105; y=176;facet=5
at x=118; y=176;facet=6
at x=143; y=176;facet=4
at x=151; y=176;facet=1
at x=76; y=178;facet=2
at x=116; y=178;facet=3
at x=134; y=178;facet=3
at x=251; y=178;facet=3
at x=253; y=178;facet=5
at x=84; y=179;facet=2
at x=108; y=179;facet=6
at x=110; y=179;facet=6
at x=121; y=179;facet=6
at x=149; y=179;facet=6
at x=86; y=180;facet=2
at x=92; y=180;facet=5
at x=132; y=180;facet=5
at x=136; y=180;facet=5
at x=252; y=180;facet=2
at x=27; y=181;facet=5
at x=101; y=181;facet=3
at x=115; y=181;facet=3
at x=127; y=181;facet=5
