at x=169; y=0;facet=6
at x=3; y=1;facet=5
at x=14; y=1;facet=2
at x=27; y=1;facet=5
at x=43; y=1;facet=6
at x=44; y=1;facet=6
at x=83; y=1;facet=3
at x=209; y=1;facet=4
at x=8; y=2;facet=6
at x=89; y=2;facet=4
at x=209; y=2;facet=2
at x=27; y=3;facet=1
at x=43; y=3;facet=4
at x=82; y=3;facet=1
at x=215; y=4;facet=3
at x=222; y=4;facet=5
at x=28; y=5;facet=3
at x=202; y=5;facet=5
at x=210; y=5;facet=6
at x=216; y=5;facet=1
at x=224; y=5;facet=5
at x=217; y=6;facet=4
at x=218; y=6;facet=6
at x=221; y=6;facet=5
at x=16; y=7;facet=2
at x=218; y=7;facet=3
at x=221; y=7;facet=3
at x=82; y=8;facet=6
at x=231; y=8;facet=2
at x=206; y=9;facet=5
at x=218; y=9;facet=5
at x=233; y=9;facet=4
at x=218; y=10;facet=5
at x=225; y=10;facet=6
at x=84; y=11;facet=1
at x=198; y=11;facet=1
at x=230; y=11;facet=5
at x=231; y=11;facet=1
at x=84; y=12;facet=1
at x=206; y=12;facet=3
at x=230; y=12;facet=2
at x=201; y=13;facet=4
at x=230; y=13;facet=2
at x=145; y=14;facet=3
at x=206; y=14;facet=5
at x=217; y=14;facet=6
at x=65; y=15;facet=3
at x=216; y=15;facet=1
at x=220; y=16;facet=5
at x=222; y=16;facet=2
at x=225; y=16;facet=3
at x=210; y=17;facet=6
at x=227; y=17;facet=2
at x=1; y=18;facet=4
at x=201; y=18;facet=3
at x=219; y=18;facet=2
at x=195; y=19;facet=6
at x=229; y=19;facet=1
at x=56; y=20;facet=5
at x=58; y=20;facet=1
at x=69; y=20;facet=2
at x=196; y=20;facet=3
at x=216; y=20;facet=5
at x=217; y=20;facet=5
at x=82; y=21;facet=1
at x=218; y=21;facet=1
at x=228; y=21;facet=4
at x=198; y=22;facet=5
at x=220; y=22;facet=5
at x=225; y=22;facet=5
at x=226; y=22;facet=2
at x=219; y=23;facet=1
at x=216; y=24;facet=5
at x=202; y=25;facet=2
at x=215; y=25;facet=2
at x=218; y=25;facet=1
at x=224; y=25;facet=5
at x=166; y=26;facet=2
at x=209; y=26;facet=4
at x=216; y=26;facet=6
at x=218; y=26;facet=2
at x=216; y=27;facet=4
at x=224; y=27;facet=2
at x=82; y=29;facet=2
at x=201; y=29;facet=3
at x=57; y=30;facet=5
at x=6; y=31;facet=5
at x=24; y=31;facet=5
at x=211; y=31;facet=2
at x=166; y=32;facet=3
at x=211; y=34;facet=2
at x=204; y=35;facet=3
at x=211; y=35;facet=6
at x=216; y=35;facet=4
at x=228; y=36;facet=5
at x=39; y=37;facet=1
at x=224; y=37;facet=3
at x=240; y=37;facet=1
at x=195; y=38;facet=2
at x=198; y=38;facet=1
at x=225; y=38;facet=3
at x=40; y=39;facet=1
at x=41; y=39;facet=4
at x=167; y=40;facet=6
at x=196; y=40;facet=3
at x=226; y=40;facet=1
at x=163; y=41;facet=5
at x=213; y=41;facet=6
at x=165; y=42;facet=5
at x=162; y=43;facet=4
at x=193; y=43;facet=4
at x=194; y=43;facet=2
at x=195; y=43;facet=4
at x=227; y=43;facet=5
at x=58; y=45;facet=1
at x=187; y=45;facet=5
at x=188; y=45;facet=5
at x=193; y=45;facet=3
at x=52; y=46;facet=2
at x=201; y=46;facet=5
at x=211; y=46;facet=4
at x=46; y=47;facet=5
at x=58; y=47;facet=1
at x=191; y=47;facet=4
at x=193; y=47;facet=4
at x=203; y=47;facet=4
at x=192; y=48;facet=4
at x=201; y=48;facet=1
at x=223; y=48;facet=1
at x=225; y=48;facet=2
at x=54; y=49;facet=2
at x=55; y=49;facet=3
at x=189; y=49;facet=1
at x=196; y=49;facet=1
at x=201; y=49;facet=6
at x=204; y=49;facet=1
at x=216; y=49;facet=5
at x=227; y=49;facet=5
at x=44; y=50;facet=3
at x=53; y=50;facet=3
at x=56; y=50;facet=2
at x=57; y=50;facet=6
at x=58; y=50;facet=3
at x=60; y=50;facet=6
at x=205; y=50;facet=1
at x=215; y=50;facet=1
at x=221; y=50;facet=2
at x=222; y=50;facet=5
at x=55; y=51;facet=5
at x=200; y=51;facet=1
at x=215; y=51;facet=3
at x=220; y=51;facet=5
at x=56; y=52;facet=5
at x=59; y=52;facet=2
at x=199; y=52;facet=4
at x=221; y=52;facet=5
at x=45; y=53;facet=5
at x=54; y=53;facet=4
at x=58; y=53;facet=3
at x=220; y=53;facet=6
at x=44; y=54;facet=2
at x=55; y=54;facet=6
at x=190; y=54;facet=3
at x=193; y=54;facet=3
at x=199; y=54;facet=2
at x=57; y=55;facet=5
at x=176; y=55;facet=4
at x=213; y=55;facet=3
at x=188; y=56;facet=5
at x=189; y=56;facet=6
at x=199; y=56;facet=3
at x=210; y=56;facet=4
at x=254; y=56;facet=2
at x=56; y=57;facet=1
at x=188; y=57;facet=1
at x=193; y=57;facet=3
at x=38; y=58;facet=6
at x=55; y=58;facet=6
at x=57; y=58;facet=3
at x=58; y=58;facet=5
at x=56; y=59;facet=3
at x=190; y=59;facet=4
at x=193; y=59;facet=4
at x=197; y=59;facet=6
at x=199; y=59;facet=1
at x=193; y=60;facet=5
at x=135; y=61;facet=6
at x=189; y=61;facet=3
at x=211; y=61;facet=6
at x=69; y=62;facet=6
at x=164; y=62;facet=3
at x=208; y=62;facet=4
at x=32; y=63;facet=5
at x=68; y=63;facet=1
at x=162; y=63;facet=5
at x=165; y=63;facet=6
at x=33; y=64;facet=1
at x=68; y=64;facet=1
at x=69; y=64;facet=4
at x=88; y=64;facet=3
at x=205; y=64;facet=4
at x=63; y=65;facet=5
at x=69; y=65;facet=4
at x=168; y=65;facet=6
at x=201; y=65;facet=1
at x=67; y=66;facet=1
at x=201; y=66;facet=4
at x=203; y=66;facet=5
at x=207; y=66;facet=1
at x=16; y=67;facet=3
at x=17; y=67;facet=1
at x=65; y=67;facet=2
at x=67; y=67;facet=5
at x=165; y=67;facet=4
at x=198; y=67;facet=5
at x=64; y=68;facet=5
at x=195; y=68;facet=2
at x=65; y=69;facet=4
at x=134; y=69;facet=2
at x=22; y=70;facet=1
at x=72; y=70;facet=3
at x=134; y=70;facet=3
at x=62; y=71;facet=1
at x=68; y=71;facet=6
at x=106; y=71;facet=2
at x=134; y=72;facet=5
at x=195; y=72;facet=2
at x=105; y=73;facet=2
at x=106; y=73;facet=6
at x=137; y=73;facet=1
at x=62; y=74;facet=4
at x=63; y=74;facet=4
at x=134; y=74;facet=2
at x=198; y=74;facet=5
at x=62; y=75;facet=4
at x=63; y=75;facet=5
at x=64; y=75;facet=5
at x=118; y=75;facet=1
at x=134; y=75;facet=2
at x=168; y=75;facet=1
at x=58; y=76;facet=6
at x=64; y=76;facet=5
at x=119; y=76;facet=5
at x=134; y=76;facet=1
at x=62; y=77;facet=4
at x=115; y=77;facet=3
at x=193; y=77;facet=3
at x=39; y=78;facet=5
at x=59; y=78;facet=3
at x=66; y=78;facet=6
at x=117; y=78;facet=6
at x=124; y=78;facet=2
at x=133; y=78;facet=3
at x=47; y=79;facet=5
at x=50; y=79;facet=2
at x=54; y=79;facet=1
at x=59; y=79;facet=1
at x=119; y=79;facet=5
at x=48; y=80;facet=2
at x=54; y=80;facet=1
at x=119; y=80;facet=2
at x=161; y=80;facet=1
at x=49; y=81;facet=6
at x=62; y=81;facet=6
at x=159; y=81;facet=5
at x=49; y=82;facet=4
at x=50; y=82;facet=4
at x=79; y=82;facet=2
at x=119; y=82;facet=1
at x=158; y=82;facet=4
at x=47; y=83;facet=1
at x=131; y=83;facet=4
at x=47; y=84;facet=4
at x=1; y=85;facet=6
at x=43; y=85;facet=6
at x=44; y=85;facet=1
at x=46; y=85;facet=5
at x=157; y=85;facet=1
at x=48; y=86;facet=3
at x=111; y=86;facet=3
at x=114; y=86;facet=1
at x=64; y=87;facet=1
at x=46; y=88;facet=5
at x=47; y=88;facet=3
at x=113; y=88;facet=3
at x=116; y=89;facet=1
at x=44; y=90;facet=4
at x=47; y=90;facet=4
at x=47; y=91;facet=1
at x=45; y=92;facet=1
at x=48; y=92;facet=4
at x=46; y=93;facet=4
at x=47; y=93;facet=1
at x=46; y=94;facet=6
at x=44; y=95;facet=5
at x=157; y=95;facet=4
at x=40; y=96;facet=1
at x=86; y=98;facet=4
at x=44; y=99;facet=4
at x=152; y=99;facet=4
at x=150; y=100;facet=2
at x=202; y=100;facet=3
at x=78; y=104;facet=3
at x=158; y=104;facet=2
at x=186; y=104;facet=5
at x=156; y=107;facet=6
at x=156; y=108;facet=3
at x=146; y=109;facet=1
at x=137; y=110;facet=6
at x=148; y=112;facet=4
at x=28; y=113;facet=1
at x=34; y=113;facet=5
at x=80; y=113;facet=6
at x=142; y=113;facet=6
at x=254; y=113;facet=6
at x=141; y=116;facet=6
at x=87; y=117;facet=2
at x=87; y=118;facet=4
at x=142; y=118;facet=3
at x=147; y=119;facet=5
at x=88; y=122;facet=1
at x=196; y=122;facet=4
at x=104; y=126;facet=2
at x=97; y=128;facet=1
at x=99; y=128;facet=1
at x=106; y=128;facet=4
