at x=14; y=0;facet=2
at x=42; y=1;facet=6
at x=89; y=2;facet=4
at x=208; y=2;facet=4
at x=27; y=3;facet=4
at x=43; y=4;facet=2
at x=103; y=4;facet=8
at x=201; y=4;facet=4
at x=202; y=4;facet=5
at x=224; y=4;facet=5
at x=208; y=5;facet=5
at x=209; y=5;facet=3
at x=63; y=6;facet=6
at x=212; y=6;facet=2
at x=214; y=6;facet=1
at x=215; y=6;facet=6
at x=227; y=6;facet=1
at x=227; y=7;facet=4
at x=217; y=8;facet=2
at x=233; y=8;facet=2
at x=112; y=9;facet=1
at x=64; y=11;facet=2
at x=197; y=11;facet=2
at x=198; y=12;facet=7
at x=200; y=12;facet=2
at x=65; y=13;facet=6
at x=202; y=14;facet=8
at x=230; y=14;facet=1
at x=144; y=15;facet=4
at x=221; y=15;facet=7
at x=228; y=15;facet=8
at x=149; y=17;facet=7
at x=28; y=18;facet=1
at x=29; y=18;facet=6
at x=226; y=18;facet=5
at x=28; y=19;facet=6
at x=191; y=19;facet=1
at x=159; y=20;facet=6
at x=203; y=20;facet=7
at x=218; y=20;facet=4
at x=208; y=22;facet=6
at x=217; y=22;facet=8
at x=124; y=23;facet=4
at x=40; y=24;facet=8
at x=83; y=24;facet=4
at x=204; y=24;facet=3
at x=211; y=24;facet=3
at x=200; y=25;facet=6
at x=208; y=27;facet=8
at x=218; y=27;facet=8
at x=25; y=29;facet=6
at x=81; y=29;facet=8
at x=82; y=29;facet=6
at x=209; y=30;facet=5
at x=216; y=34;facet=2
at x=229; y=35;facet=2
at x=221; y=37;facet=6
at x=219; y=38;facet=7
at x=240; y=38;facet=7
at x=168; y=39;facet=3
at x=43; y=42;facet=1
at x=162; y=43;facet=1
at x=188; y=43;facet=5
at x=188; y=44;facet=3
at x=190; y=44;facet=5
at x=220; y=44;facet=4
at x=189; y=45;facet=1
at x=212; y=45;facet=8
at x=43; y=46;facet=1
at x=219; y=46;facet=7
at x=220; y=46;facet=2
at x=223; y=46;facet=7
at x=59; y=47;facet=5
at x=190; y=47;facet=4
at x=206; y=48;facet=6
at x=48; y=49;facet=6
at x=213; y=51;facet=2
at x=214; y=51;facet=3
at x=60; y=52;facet=5
at x=227; y=52;facet=2
at x=52; y=54;facet=7
at x=195; y=54;facet=3
at x=60; y=55;facet=5
at x=214; y=55;facet=6
at x=54; y=57;facet=4
at x=59; y=57;facet=6
at x=196; y=57;facet=2
at x=211; y=58;facet=1
at x=58; y=59;facet=6
at x=163; y=59;facet=1
at x=207; y=60;facet=1
at x=5; y=62;facet=7
at x=18; y=62;facet=7
at x=32; y=62;facet=6
at x=189; y=62;facet=1
at x=209; y=62;facet=6
at x=246; y=62;facet=5
at x=34; y=63;facet=2
at x=88; y=63;facet=3
at x=18; y=64;facet=5
at x=162; y=64;facet=6
at x=101; y=65;facet=7
at x=197; y=65;facet=2
at x=207; y=65;facet=8
at x=161; y=67;facet=4
at x=196; y=67;facet=3
at x=208; y=67;facet=1
at x=12; y=68;facet=7
at x=19; y=68;facet=8
at x=62; y=68;facet=4
at x=18; y=69;facet=3
at x=68; y=70;facet=4
at x=67; y=71;facet=5
at x=106; y=71;facet=2
at x=193; y=71;facet=1
at x=229; y=71;facet=1
at x=73; y=72;facet=2
at x=75; y=72;facet=8
at x=106; y=72;facet=5
at x=197; y=72;facet=4
at x=117; y=73;facet=3
at x=120; y=73;facet=1
at x=196; y=73;facet=1
at x=104; y=74;facet=4
at x=121; y=74;facet=1
at x=170; y=74;facet=6
at x=171; y=74;facet=1
at x=120; y=75;facet=3
at x=85; y=76;facet=1
at x=194; y=76;facet=2
at x=115; y=77;facet=8
at x=39; y=78;facet=4
at x=65; y=78;facet=8
at x=66; y=78;facet=8
at x=163; y=78;facet=6
at x=168; y=78;facet=2
at x=50; y=79;facet=1
at x=67; y=79;facet=1
at x=111; y=79;facet=7
at x=46; y=80;facet=7
at x=124; y=80;facet=5
at x=159; y=80;facet=3
at x=157; y=81;facet=6
at x=59; y=82;facet=4
at x=132; y=82;facet=6
at x=66; y=83;facet=5
at x=157; y=85;facet=3
at x=43; y=86;facet=2
at x=94; y=86;facet=8
at x=227; y=86;facet=6
at x=119; y=87;facet=7
at x=27; y=89;facet=6
at x=117; y=89;facet=4
at x=43; y=92;facet=6
at x=119; y=92;facet=1
at x=10; y=93;facet=7
at x=64; y=93;facet=5
at x=43; y=95;facet=3
at x=157; y=95;facet=5
at x=203; y=97;facet=7
at x=86; y=98;facet=7
at x=44; y=100;facet=2
at x=150; y=100;facet=7
at x=41; y=101;facet=5
at x=76; y=101;facet=8
at x=0; y=102;facet=3
at x=1; y=102;facet=1
at x=42; y=102;facet=6
at x=112; y=102;facet=5
at x=111; y=103;facet=6
at x=150; y=103;facet=7
at x=148; y=104;facet=2
at x=150; y=104;facet=3
at x=158; y=104;facet=4
at x=88; y=105;facet=8
at x=8; y=106;facet=7
at x=110; y=106;facet=2
at x=80; y=107;facet=3
at x=137; y=109;facet=7
at x=190; y=109;facet=7
at x=89; y=110;facet=1
at x=88; y=111;facet=7
at x=33; y=112;facet=3
at x=78; y=113;facet=5
at x=79; y=114;facet=4
at x=141; y=114;facet=4
at x=36; y=115;facet=7
at x=151; y=116;facet=3
at x=254; y=116;facet=8
at x=38; y=117;facet=4
at x=7; y=121;facet=1
at x=39; y=122;facet=5
at x=196; y=122;facet=5
at x=11; y=123;facet=4
at x=195; y=123;facet=2
at x=103; y=125;facet=8
at x=106; y=125;facet=3
at x=126; y=131;facet=1
at x=101; y=132;facet=6
at x=127; y=132;facet=4
at x=24; y=133;facet=7
at x=24; y=134;facet=6
at x=97; y=134;facet=1
at x=24; y=135;facet=7
at x=80; y=135;facet=4
at x=94; y=135;facet=4
at x=102; y=135;facet=6
at x=124; y=135;facet=3
at x=194; y=135;facet=8
at x=95; y=136;facet=4
at x=102; y=136;facet=3
at x=67; y=137;facet=5
at x=125; y=137;facet=4
at x=126; y=137;facet=7
at x=71; y=138;facet=5
at x=101; y=138;facet=2
at x=128; y=140;facet=3
at x=29; y=142;facet=5
at x=117; y=142;facet=6
at x=101; y=143;facet=8
at x=105; y=143;facet=6
at x=28; y=144;facet=4
at x=17; y=145;facet=4
at x=30; y=145;facet=7
at x=115; y=145;facet=2
at x=88; y=146;facet=5
